Source,NSSmodel,RA_ICRS,DE_ICRS,Per,Tperi,ecc,Vcm,K1,K2,omega,Flags,_RA.icrs,_DE.icrs
551745521915153408,SB2,73.97999139967,76.01845301494,7.31278272786766514,-2.91278338504451,0.14421167377293,-9.609625200264790834,79.015454882949641,77.516954470584068,316.66624047686332233,8388608,73.97999139967,76.01845301494
568183560050534016,SB2,55.01738435002,81.01910410526,7.97174068798332236,-3.32767293964439,0.41862252289487,-6.639099165747072817,85.445495455291663,83.741630482337314,287.81855598932787643,8388608,55.01738435002,81.01910410526
5837476492237715456,SB2,196.06336895009,-75.17681137742,2.68345019135514207,1.0399506278269,0.085079509386915,-1.855725574337251826,113.552822653924096,107.637858839776158,347.87764666940125835,8388608,196.06336895009,-75.17681137742
6179179176857942016,SB2,197.38103390030,-34.03276780462,4.81018654737697560,-0.377019393237258,0.038395291119961,10.097012036612383667,79.232292949428640,92.098789193833198,344.91320773575773728,8388608,197.38103390030,-34.03276780462
646353545385255296,SB2,146.04770422384,25.35284640218,1.37417557962964043,-0.361381466994758,0.017196596265718,-9.774290858744507204,120.828344188013602,119.026585207317353,65.01160184064907810,8388608,146.04770422384,25.35284640218
707830470310008064,SB2,129.00628004535,30.01797972571,5.78727958024307654,-0.534295802428688,0.0060546664971625,-15.723516276369576161,79.106174265193360,77.549420278828364,3.32386566122554061,8388608,129.00628004535,30.01797972571
719171456011132544,SB2,135.85015209123,38.09857723011,0.41498663240247552,0.140971471348378,0.017061160764109,1.181563871365735707,102.730316375137477,225.018991261975032,268.13255091965692145,8388608,135.85015209123,38.09857723011
859626404236660992,SB2,175.75942208183,60.57691917688,1.23476417013876616,-0.48813699549937,0.033950189750094,-4.064571003108503611,147.502964348967481,126.906358851244264,342.86890900899260259,8388608,175.75942208183,60.57691917688
954726772696225536,SB2,102.82701590028,47.67335129381,9.81533898164965102,2.69798028101397,0.012648137139132,27.810979921704110041,58.589794139453616,62.087018177559862,29.99352210894200610,8388608,102.82701590028,47.67335129381
992435451683384320,SB2,97.22825356291,52.12573403435,3.14576339522779946,-0.719453395645135,0.013231502613453,7.276220301298390147,100.078848915638048,95.502517361151831,319.84576546584605694,8388608,97.22825356291,52.12573403435
997809280404484480,SB2,96.60744258716,56.28519343198,9.94009817247837191,3.29979448110051,0.10844729121862,-14.026099387634788584,82.281779370054409,65.482744080557296,358.89398817636589456,8388608,96.60744258716,56.28519343198
